Model_index Run_id Replica_id Frame_id GaussianEMRestraint_None_CCC ConnectivityRestraint_Score ExcludedVolumeSphere_Score GaussianEMRestraint_None Total_Score
2966 20 12 60 0.65 2.98 6.02 453.85 462.84
2967 20 12 61 0.65 0.57 2.70 457.40 460.67
2968 20 12 63 0.65 1.20 3.86 461.99 467.06
2969 20 12 64 0.65 0.99 3.53 463.45 467.96
2970 20 12 66 0.65 4.34 7.06 467.91 479.31
2971 20 12 67 0.65 5.09 6.53 460.82 472.43
2972 20 12 68 0.65 1.78 5.13 460.07 466.98
2973 20 12 69 0.65 1.32 9.08 466.81 477.21
2974 20 12 70 0.65 1.02 5.23 466.75 472.99
2975 20 12 71 0.65 3.75 6.00 467.47 477.23
2976 20 12 72 0.65 1.30 5.75 461.71 468.76
2977 20 12 73 0.65 0.47 7.28 461.68 469.44
2978 20 12 74 0.65 4.60 3.71 463.70 472.02
2979 20 12 75 0.65 3.13 7.04 460.60 470.77
2980 20 12 76 0.65 2.52 4.69 464.91 472.13
2981 20 12 78 0.65 1.35 5.52 461.89 468.77
2982 20 12 79 0.65 2.25 8.05 457.04 467.33
2983 20 12 80 0.65 0.06 9.60 463.84 473.50
2984 20 12 81 0.65 0.23 10.55 467.11 477.89
2985 20 12 82 0.66 0.49 7.84 448.37 456.70
2986 20 12 83 0.65 1.06 9.35 461.61 472.02
2987 20 12 85 0.65 2.40 8.58 456.61 467.59
2988 20 12 87 0.65 0.24 4.32 460.28 464.84
2989 20 12 88 0.65 0.00 4.48 459.23 463.71
2990 20 12 89 0.65 1.30 4.98 461.02 467.30
2991 20 12 91 0.65 0.97 6.28 456.48 463.74
2992 20 12 95 0.65 1.62 9.01 463.17 473.79
2993 20 12 97 0.65 1.63 2.32 458.48 462.42
2994 20 12 98 0.65 0.95 5.94 461.36 468.25
2995 20 12 100 0.65 1.42 8.88 465.63 475.93
2996 20 12 101 0.65 0.04 7.33 456.05 463.42
2997 20 12 102 0.65 0.32 9.23 467.13 476.68
2998 20 12 103 0.65 0.77 5.94 462.90 469.60
2999 20 12 104 0.65 0.10 5.77 465.20 471.07
3000 20 12 105 0.65 0.13 2.29 465.32 467.74
3001 20 12 107 0.65 2.78 9.00 465.93 477.72
3002 20 12 108 0.65 2.05 4.76 460.36 467.17
3003 20 12 109 0.65 1.52 4.52 456.08 462.12
3004 20 12 111 0.65 4.50 4.51 461.38 470.39
3005 20 12 114 0.65 2.63 3.96 463.09 469.68
3006 20 12 115 0.65 0.78 5.20 464.21 470.19
3007 20 12 120 0.65 1.19 4.66 457.92 463.77
3008 20 12 121 0.65 2.73 7.37 462.18 472.28
3009 20 12 122 0.65 0.38 4.14 459.06 463.58
3010 20 12 125 0.65 0.30 3.52 462.11 465.94
3011 20 12 126 0.65 1.63 7.03 464.72 473.37
3012 20 12 127 0.65 1.11 5.35 465.58 472.05
3013 20 12 128 0.65 0.22 4.44 460.65 465.30
3014 20 12 129 0.65 0.22 2.28 464.10 466.61
3015 20 12 131 0.65 1.07 4.65 458.57 464.29
3016 20 12 132 0.65 0.30 4.14 464.95 469.39
3017 20 12 133 0.65 0.17 12.17 465.91 478.25
3018 20 12 135 0.65 0.00 2.76 461.03 463.80
3019 20 12 137 0.65 1.49 5.44 461.39 468.31
3020 20 12 138 0.65 0.01 4.07 455.79 459.86
3021 20 12 139 0.65 2.88 5.02 457.57 465.47
3022 20 12 140 0.65 0.03 5.57 460.95 466.55
3023 20 12 141 0.65 0.57 6.36 463.10 470.03
3024 20 12 142 0.65 0.70 9.73 463.47 473.90
3025 20 12 144 0.65 1.15 6.50 461.60 469.26
3026 20 12 145 0.65 3.89 2.61 460.42 466.91
3027 20 12 146 0.65 0.67 7.24 465.43 473.34
3028 20 12 147 0.65 0.41 5.80 460.88 467.09
3029 20 12 148 0.65 3.39 3.79 462.73 469.91
3030 20 12 149 0.65 4.56 4.51 465.54 474.61
3031 20 12 150 0.65 0.68 4.59 459.79 465.06
3032 20 12 152 0.65 0.06 7.75 465.14 472.94
3033 20 12 153 0.65 0.30 5.59 457.68 463.56
3034 20 12 154 0.65 0.46 3.55 462.52 466.53
3035 20 12 156 0.65 4.72 4.17 459.35 468.25
3036 20 12 157 0.65 0.27 5.92 462.26 468.45
3037 20 12 159 0.65 0.28 4.92 465.23 470.43
3038 20 12 160 0.65 1.45 2.78 463.25 467.49
3039 20 12 161 0.65 1.90 4.37 457.82 464.09
3040 20 12 162 0.65 0.00 4.73 464.76 469.48
3041 20 12 163 0.65 0.52 5.48 463.90 469.90
3042 20 12 165 0.65 0.00 4.74 463.74 468.48
3043 20 12 166 0.65 0.05 3.37 457.26 460.69
3044 20 12 167 0.65 3.47 4.36 460.30 468.13
3045 20 12 168 0.65 1.05 6.34 467.04 474.42
3046 20 12 169 0.65 2.10 6.00 458.89 467.00
3047 20 12 174 0.65 1.73 7.81 465.67 475.22
3048 20 12 175 0.65 0.83 4.32 459.60 464.75
3049 20 12 180 0.65 1.60 5.47 467.93 475.00
3050 20 12 181 0.65 2.93 4.37 456.51 463.80
3051 20 12 182 0.65 1.36 3.61 463.76 468.73
3052 20 12 183 0.65 1.41 5.95 466.03 473.39
3053 20 12 186 0.65 0.49 5.54 462.26 468.28
3054 20 12 187 0.65 1.16 6.07 467.57 474.80
3055 20 12 188 0.65 1.51 6.48 467.38 475.37
3056 20 12 189 0.65 1.34 5.81 466.56 473.70
3057 20 12 190 0.65 2.23 3.00 461.95 467.17
3058 20 12 191 0.65 0.31 7.15 458.50 465.97
3059 20 12 192 0.65 0.05 1.99 461.90 463.94
3060 20 12 193 0.65 3.38 5.72 460.65 469.75
3061 20 12 195 0.65 0.34 4.13 465.53 469.99
3062 20 12 196 0.65 0.61 5.38 466.88 472.87
3063 20 12 197 0.65 1.70 2.24 465.98 469.92
3064 20 12 198 0.65 1.41 5.11 459.62 466.14
3065 20 12 199 0.65 3.16 6.06 465.87 475.09
3066 20 13 6 0.65 1.11 9.27 463.65 474.02
3067 20 13 15 0.65 2.07 5.16 465.53 472.76
3068 20 14 9 0.65 1.48 8.00 466.89 476.37
3069 20 14 16 0.65 1.55 7.91 468.48 477.95
3070 20 14 20 0.65 0.00 4.97 467.79 472.77
3071 20 14 21 0.65 2.56 8.70 467.52 478.78
3072 20 15 5 0.65 2.59 9.76 464.54 476.90
3073 20 15 8 0.65 2.20 8.08 468.03 478.31
3074 20 15 9 0.65 0.87 7.17 465.61 473.65
3075 21 2 1 0.65 2.14 7.43 460.97 470.53
3076 21 2 2 0.65 0.21 3.41 458.84 462.46
3077 21 2 4 0.65 0.68 5.09 466.92 472.68
3078 21 2 6 0.65 1.28 4.78 464.99 471.04
3079 21 2 7 0.65 1.71 2.44 466.02 470.17
3080 21 2 12 0.65 0.00 6.57 461.76 468.33
3081 21 2 14 0.65 2.61 5.33 462.49 470.43
3082 21 2 15 0.65 1.25 5.71 465.68 472.65
3083 21 2 17 0.65 1.42 3.26 462.03 466.71
3084 21 2 21 0.65 1.20 4.51 458.29 464.00
3085 21 2 22 0.65 1.03 2.52 464.79 468.34
3086 21 2 25 0.66 1.21 2.70 450.66 454.58
3087 21 2 26 0.65 1.69 6.74 463.45 471.89
3088 21 2 27 0.65 0.30 4.17 464.05 468.52
3089 21 2 29 0.65 0.65 7.28 462.97 470.90
3090 21 2 30 0.65 0.15 9.00 466.36 475.51
3091 21 2 32 0.65 1.59 4.93 464.97 471.49
3092 21 2 33 0.65 0.40 4.45 464.53 469.38
3093 21 2 35 0.65 2.46 5.59 466.95 474.99
3094 21 2 36 0.65 2.90 3.47 457.30 463.67
3095 21 2 37 0.65 0.43 4.77 457.13 462.33
3096 21 2 39 0.65 1.04 3.60 463.84 468.48
3097 21 2 41 0.65 0.36 4.50 465.04 469.90
3098 21 2 44 0.65 0.00 5.34 463.28 468.61
3099 21 2 46 0.65 2.63 5.12 463.17 470.93
3100 21 2 47 0.65 1.17 3.51 462.88 467.56
3101 21 2 48 0.65 2.73 4.78 459.11 466.62
3102 21 2 50 0.65 2.89 3.56 460.76 467.21
3103 21 2 52 0.65 1.85 9.57 464.83 476.26
3104 21 2 53 0.65 3.59 5.55 465.94 475.08
3105 21 2 54 0.65 0.50 9.54 465.38 475.42
3106 21 2 55 0.65 0.28 10.70 458.86 469.84
3107 21 2 56 0.65 0.19 5.71 457.61 463.50
3108 21 2 57 0.65 1.30 4.00 460.87 466.17
3109 21 2 58 0.65 0.76 6.52 463.30 470.58
3110 21 2 59 0.65 1.05 4.41 464.11 469.58
3111 21 2 61 0.65 0.78 3.50 462.17 466.45
3112 21 2 64 0.65 1.95 7.47 466.57 476.00
3113 21 2 65 0.65 0.06 2.99 466.34 469.40
3114 21 2 66 0.65 0.94 6.84 461.50 469.28
3115 21 2 67 0.65 2.50 6.69 463.43 472.62
3116 21 2 68 0.65 3.68 6.55 465.81 476.03
3117 21 2 69 0.65 0.93 3.98 459.17 464.08
3118 21 2 70 0.65 0.54 5.03 463.79 469.36
3119 21 2 71 0.65 4.00 5.21 456.49 465.70
3120 21 2 72 0.66 1.34 7.82 451.41 460.58
3121 21 2 75 0.65 3.99 6.95 462.49 473.42
3122 21 2 76 0.65 0.00 5.97 460.80 466.77
3123 21 2 77 0.65 0.16 3.54 457.76 461.45
3124 21 2 78 0.65 2.53 7.88 456.96 467.36
3125 21 2 79 0.65 0.00 2.66 465.53 468.19
3126 21 2 80 0.65 0.00 4.39 461.63 466.02
3127 21 2 82 0.65 0.16 5.91 460.96 467.03
3128 21 2 83 0.65 5.44 2.97 462.12 470.52
3129 21 2 84 0.66 0.02 3.66 452.49 456.17
3130 21 2 86 0.65 0.00 3.14 462.09 465.23
3131 21 2 88 0.65 6.19 2.77 457.84 466.79
3132 21 2 89 0.65 1.64 3.09 466.41 471.14
3133 21 2 90 0.65 0.90 6.25 465.88 473.03
3134 21 2 91 0.65 2.26 4.78 457.99 465.03
3135 21 2 92 0.65 1.49 7.59 466.94 476.02
3136 21 2 94 0.65 4.70 3.82 465.06 473.59
3137 21 2 96 0.65 4.71 5.13 462.88 472.73
3138 21 2 97 0.65 0.46 4.14 465.85 470.45
3139 21 2 99 0.65 0.02 7.81 467.16 474.99
3140 21 2 102 0.65 0.00 9.11 459.99 469.10
3141 21 2 104 0.65 2.28 6.45 454.56 463.29
3142 21 2 106 0.65 0.49 6.30 460.93 467.72
3143 21 2 108 0.65 2.23 3.92 462.23 468.39
3144 21 2 114 0.65 1.73 4.01 466.80 472.55
3145 21 2 115 0.65 0.92 6.38 463.74 471.04
3146 21 2 116 0.65 1.75 2.80 461.47 466.02
3147 21 2 117 0.65 4.49 3.42 463.43 471.34
3148 21 2 118 0.65 0.22 6.65 462.99 469.87
3149 21 2 120 0.65 0.83 2.65 457.04 460.53
3150 21 2 121 0.65 0.57 6.31 461.45 468.33
3151 21 2 122 0.65 0.28 4.71 455.89 460.88
3152 21 2 123 0.65 0.07 3.79 461.87 465.73
3153 21 2 124 0.65 2.27 7.28 466.14 475.69
3154 21 2 125 0.65 0.70 3.75 464.62 469.07
3155 21 2 126 0.65 2.10 5.11 459.15 466.37
3156 21 2 127 0.65 1.56 5.20 465.67 472.44
3157 21 2 128 0.65 0.07 4.08 463.47 467.62
3158 21 2 130 0.65 1.50 3.33 461.86 466.70
3159 21 2 132 0.65 1.42 6.24 461.09 468.75
3160 21 2 134 0.65 1.39 3.91 465.28 470.57
3161 21 2 135 0.65 0.05 5.81 463.32 469.18
3162 21 2 136 0.65 1.22 4.42 460.62 466.26
3163 21 2 137 0.65 0.83 2.83 460.37 464.03
3164 21 2 138 0.65 0.08 7.22 459.54 466.84
3165 21 2 139 0.65 4.51 6.40 460.30 471.22
3166 21 2 141 0.65 4.04 6.12 460.44 470.60
3167 21 2 142 0.65 0.17 8.94 455.12 464.23
3168 21 2 143 0.65 0.75 5.69 459.54 465.99
3169 21 2 144 0.65 0.68 5.51 459.81 465.99
3170 21 2 147 0.65 1.23 8.65 466.86 476.73
3171 21 2 149 0.65 4.48 7.99 462.50 474.97
3172 21 2 150 0.65 5.42 5.23 466.64 477.30
3173 21 2 151 0.65 2.35 3.35 463.79 469.50
3174 21 2 153 0.65 2.75 7.86 466.18 476.79
3175 21 2 154 0.66 0.05 6.21 452.53 458.79
3176 21 2 157 0.65 2.99 6.69 461.64 471.32
3177 21 2 158 0.65 0.01 3.79 461.39 465.19
3178 21 2 159 0.65 2.22 6.45 459.81 468.48
3179 21 2 160 0.65 0.67 5.38 467.70 473.75
3180 21 2 161 0.65 2.26 3.93 457.26 463.45
3181 21 2 163 0.66 0.51 5.72 453.35 459.58
3182 21 2 164 0.65 3.50 6.24 461.10 470.84
3183 21 2 165 0.65 2.95 4.38 461.15 468.48
3184 21 2 166 0.65 0.00 6.27 467.75 474.02
3185 21 2 169 0.65 0.02 4.16 466.77 470.95
3186 21 2 173 0.65 0.51 3.05 463.75 467.31
3187 21 2 174 0.65 0.61 5.90 463.44 469.95
3188 21 2 176 0.66 1.86 2.28 450.84 454.98
3189 21 2 178 0.65 3.54 5.39 461.32 470.25
3190 21 2 182 0.65 1.28 7.73 461.00 470.01
3191 21 2 183 0.65 3.16 4.90 460.08 468.14
3192 21 2 184 0.65 0.91 6.99 464.71 472.61
3193 21 2 186 0.65 1.97 4.63 464.62 471.22
3194 21 2 189 0.65 1.57 5.76 457.67 465.00
3195 21 2 190 0.65 1.42 4.67 454.76 460.85
3196 21 2 191 0.65 0.48 3.56 460.42 464.46
3197 21 2 192 0.65 0.41 2.55 458.84 461.79
3198 21 2 193 0.65 3.00 6.34 459.83 469.17
3199 21 2 194 0.65 2.03 5.66 461.82 469.51
3200 21 2 195 0.65 0.05 5.10 460.04 465.19
3201 21 2 197 0.65 1.14 7.09 460.68 468.91
3202 21 2 198 0.65 5.27 10.38 464.72 480.37
3203 21 10 6 0.65 0.49 7.47 466.29 474.25
3204 21 13 1 0.66 0.11 6.60 453.04 459.76
3205 21 13 2 0.65 4.33 6.50 463.35 474.18
3206 21 13 4 0.65 1.13 5.85 464.67 471.65
3207 21 13 5 0.65 1.22 4.12 460.17 465.51
3208 21 13 6 0.65 0.35 2.51 462.88 465.75
3209 21 13 7 0.65 0.00 5.87 463.31 469.18
3210 21 13 8 0.65 1.83 6.35 458.33 466.52
3211 21 13 9 0.65 0.00 9.45 458.97 468.42
3212 21 13 12 0.65 0.47 4.77 463.95 469.19
3213 21 13 13 0.65 3.12 4.43 463.99 471.54
3214 21 13 14 0.65 0.27 3.81 458.69 462.77
3215 21 13 18 0.65 0.16 5.37 456.32 461.85
3216 21 13 19 0.65 0.00 6.99 463.01 470.00
3217 21 13 24 0.65 1.81 4.00 465.77 471.57
3218 21 13 25 0.65 1.34 3.83 460.67 465.84
3219 21 13 26 0.65 0.04 6.28 464.69 471.00
3220 21 13 27 0.65 1.79 6.44 463.06 471.29
3221 21 13 28 0.65 1.27 5.76 461.22 468.25
3222 21 13 30 0.65 1.97 5.27 462.05 469.29
3223 21 13 33 0.65 0.90 8.55 465.32 474.77
3224 21 13 34 0.65 2.03 3.71 459.62 465.36
3225 21 13 36 0.65 0.83 3.42 459.51 463.76
3226 21 13 38 0.65 0.55 3.21 464.31 468.07
3227 21 13 39 0.65 0.11 4.93 463.74 468.77
3228 21 13 40 0.65 0.21 5.33 459.99 465.53
3229 21 13 41 0.65 1.01 7.27 453.78 462.05
3230 21 13 42 0.65 0.36 5.08 459.74 465.19
3231 21 13 43 0.65 1.91 8.34 465.72 475.97
3232 21 13 45 0.65 0.53 2.22 464.95 467.70
3233 21 13 46 0.66 2.82 4.91 450.20 457.93
3234 21 13 47 0.65 4.36 6.54 458.79 469.69
3235 21 13 48 0.65 2.91 7.76 460.67 471.34
3236 21 13 50 0.65 1.69 5.95 456.68 464.32
3237 21 13 51 0.65 2.32 2.86 460.93 466.11
3238 21 13 52 0.65 0.76 4.89 457.16 462.82
3239 21 13 54 0.65 1.35 7.71 466.50 475.57
3240 21 13 55 0.65 1.30 3.49 464.32 469.11
3241 21 13 56 0.65 1.06 4.63 464.44 470.13
3242 21 13 58 0.65 0.51 4.80 465.14 470.45
3243 21 13 60 0.65 1.13 6.90 464.66 472.69
3244 21 13 61 0.65 2.21 4.34 466.94 473.49
3245 21 13 62 0.65 0.60 4.61 460.67 465.88
3246 21 13 64 0.65 0.44 5.57 465.27 471.29
3247 21 13 65 0.65 0.05 8.20 460.37 468.62
3248 21 13 67 0.65 2.15 6.38 465.29 473.81
3249 21 13 68 0.65 3.08 4.92 460.33 468.32
3250 21 13 71 0.65 0.20 8.12 462.81 471.12
3251 21 13 72 0.65 1.87 4.56 455.71 462.14
3252 21 13 75 0.65 1.07 5.47 466.77 473.30
3253 21 13 77 0.65 1.39 8.40 465.11 474.89
3254 21 13 79 0.65 1.44 5.09 461.57 468.11
3255 21 13 80 0.65 0.28 7.67 463.74 471.69
3256 21 13 81 0.65 3.67 6.99 467.29 477.96
3257 21 13 82 0.65 3.08 2.57 461.70 467.35
3258 21 13 83 0.65 3.70 3.28 460.05 467.02
3259 21 13 84 0.65 2.05 2.80 465.81 470.66
3260 21 13 85 0.65 0.98 3.97 460.31 465.25
3261 21 13 86 0.65 3.74 4.56 466.98 475.29
3262 21 13 87 0.65 0.32 1.97 456.19 458.48
3263 21 13 90 0.65 0.00 4.45 456.38 460.84
3264 21 13 91 0.65 0.62 6.13 462.27 469.02
3265 21 13 92 0.65 3.19 5.86 458.02 467.08
3266 21 13 93 0.65 0.50 4.04 459.28 463.82
3267 21 13 94 0.65 0.99 6.99 461.07 469.05
3268 21 13 95 0.65 0.79 6.28 461.02 468.09
3269 21 13 97 0.65 0.43 12.86 461.82 475.11
3270 21 13 100 0.65 0.14 8.46 463.28 471.88
3271 21 13 101 0.65 5.01 6.83 463.11 474.94
3272 21 13 103 0.65 2.84 5.00 466.92 474.76
3273 21 13 105 0.65 2.17 5.03 455.25 462.44
3274 21 13 106 0.65 1.25 3.70 458.79 463.75
3275 21 13 111 0.65 0.84 4.61 460.00 465.46
3276 21 13 112 0.65 0.06 4.61 458.82 463.48
3277 21 13 114 0.65 3.65 6.39 467.47 477.51
3278 21 13 115 0.65 1.39 7.21 465.57 474.17
3279 21 13 116 0.65 6.45 4.80 462.93 474.18
3280 21 13 120 0.65 1.06 6.02 461.01 468.09
3281 21 13 121 0.65 0.84 8.16 466.22 475.23
3282 21 13 124 0.65 1.28 5.09 457.50 463.87
3283 21 13 125 0.65 2.25 2.18 464.21 468.64
3284 21 13 126 0.65 2.63 4.25 463.51 470.39
3285 21 13 128 0.65 0.00 2.88 456.93 459.81
3286 21 13 129 0.65 0.49 3.98 466.92 471.40
3287 21 13 130 0.65 0.92 5.64 458.95 465.51
3288 21 13 131 0.65 0.68 6.16 457.87 464.71
3289 21 13 132 0.65 0.43 9.68 464.35 474.47
3290 21 13 133 0.65 1.10 3.85 462.45 467.39
3291 21 13 134 0.65 1.59 5.98 459.34 466.90
3292 21 13 138 0.65 0.75 2.37 458.25 461.38
3293 21 13 139 0.65 0.70 9.18 464.02 473.91
3294 21 13 140 0.65 1.18 7.69 456.45 465.32
3295 21 13 144 0.65 1.34 10.27 462.22 473.84
3296 21 13 148 0.65 0.28 6.37 457.50 464.15
3297 21 13 149 0.66 0.00 4.89 450.93 455.82
3298 21 13 150 0.65 0.64 6.69 462.76 470.09
3299 21 13 151 0.65 1.36 1.27 457.59 460.22
3300 21 13 152 0.65 1.22 7.33 462.69 471.24
3301 21 13 153 0.65 2.90 4.01 463.27 470.19
3302 21 13 155 0.65 0.52 3.81 462.30 466.64
3303 21 13 156 0.65 1.79 2.78 458.85 463.41
3304 21 13 157 0.65 0.64 5.42 461.43 467.49
3305 21 13 158 0.65 0.92 8.32 464.50 473.73
3306 21 13 160 0.65 0.62 6.02 460.29 466.92
3307 21 13 162 0.66 0.00 5.26 452.89 458.15
3308 21 13 165 0.65 1.65 4.12 457.96 463.73
3309 21 13 166 0.65 2.25 5.38 464.24 471.87
3310 21 13 167 0.65 4.26 4.01 460.58 468.85
3311 21 13 169 0.65 0.10 2.61 466.10 468.81
3312 21 13 170 0.65 3.43 6.32 459.13 468.88
3313 21 13 172 0.65 0.92 8.92 461.38 471.22
3314 21 13 173 0.66 0.50 4.98 448.76 454.24
3315 21 13 174 0.65 2.90 6.07 459.17 468.14
3316 21 13 175 0.65 1.68 6.29 464.39 472.36
3317 21 13 178 0.65 0.28 4.56 461.68 466.52
3318 21 13 179 0.65 2.99 1.29 459.02 463.29
3319 21 13 180 0.65 0.95 4.78 465.37 471.10
3320 21 13 181 0.65 0.13 6.60 461.71 468.45
3321 21 13 183 0.65 3.60 3.15 454.28 461.03
3322 21 13 185 0.65 2.12 2.57 458.72 463.41
3323 21 13 186 0.65 0.00 3.75 458.51 462.26
3324 21 13 187 0.65 0.82 8.71 459.76 469.28
3325 21 15 0 0.65 0.98 4.32 463.93 469.23
3326 21 15 1 0.65 0.40 5.76 468.31 474.47
3327 21 15 3 0.65 0.00 10.02 463.90 473.91
3328 21 15 4 0.65 1.21 1.38 464.66 467.25
3329 21 15 18 0.65 0.27 9.05 455.80 465.12
3330 21 15 20 0.65 0.75 11.52 465.77 478.04
3331 21 15 31 0.65 1.63 10.45 467.21 479.29
3332 21 15 36 0.65 0.82 4.63 465.49 470.94
3333 21 15 37 0.65 1.92 5.21 463.72 470.84
3334 21 15 38 0.65 0.36 8.77 465.77 474.91
3335 21 15 54 0.65 0.64 8.83 465.13 474.59
3336 21 15 57 0.65 0.83 6.58 468.74 476.16
3337 22 4 0 0.65 1.95 5.87 463.34 471.17
3338 22 4 4 0.66 1.56 5.01 451.61 458.18
3339 22 4 5 0.65 0.15 8.60 461.26 470.01
3340 22 4 6 0.65 0.96 4.85 460.30 466.11
3341 22 4 8 0.65 4.30 9.12 462.58 475.99
3342 22 4 9 0.65 0.44 3.33 459.74 463.51
3343 22 4 11 0.65 1.51 4.86 455.83 462.20
3344 22 4 13 0.65 1.28 2.57 465.06 468.91
3345 22 4 14 0.65 0.95 8.45 462.22 471.62
3346 22 4 15 0.65 0.87 6.06 455.57 462.51
3347 22 4 16 0.65 1.28 4.41 457.26 462.95
3348 22 4 18 0.65 5.47 4.86 454.75 465.08
3349 22 4 21 0.65 2.65 3.97 464.80 471.43
3350 22 4 24 0.65 1.85 2.74 467.49 472.08
3351 22 4 25 0.65 3.55 5.36 466.08 475.00
3352 22 4 30 0.65 0.09 2.49 465.95 468.53
3353 22 4 32 0.65 0.13 4.10 460.86 465.10
3354 22 4 33 0.65 0.07 6.96 465.37 472.40
3355 22 4 34 0.65 0.75 3.13 459.91 463.78
3356 22 4 35 0.65 0.56 5.92 455.54 462.02
3357 22 4 36 0.65 0.87 7.30 463.66 471.83
3358 22 4 38 0.65 0.60 6.41 462.36 469.37
3359 22 4 39 0.65 1.76 5.03 466.13 472.92
3360 22 4 40 0.65 1.09 3.39 464.98 469.46
3361 22 4 41 0.65 3.73 4.55 456.59 464.87
3362 22 4 42 0.65 0.65 5.61 460.91 467.17
3363 22 4 45 0.65 0.00 4.83 463.78 468.61
3364 22 4 46 0.65 2.17 5.73 467.24 475.14
3365 22 4 49 0.65 1.71 5.06 465.58 472.35
3366 22 4 50 0.65 1.22 3.88 460.82 465.92
3367 22 4 51 0.65 0.11 3.49 464.12 467.72
3368 22 4 52 0.65 4.52 10.33 467.33 482.18
3369 22 4 56 0.65 1.92 4.58 460.55 467.06
3370 22 4 57 0.65 0.61 5.12 467.01 472.74
3371 22 4 59 0.65 0.66 1.76 460.08 462.49
3372 22 4 60 0.66 1.83 5.84 450.31 457.98
3373 22 4 61 0.65 0.90 2.62 462.49 466.01
3374 22 4 63 0.65 0.30 5.56 460.48 466.34
3375 22 4 65 0.65 7.51 10.80 456.83 475.14
3376 22 4 67 0.65 1.66 6.70 464.52 472.88
3377 22 4 68 0.66 4.49 9.57 449.89 463.95
3378 22 4 69 0.65 1.31 4.96 464.19 470.46
3379 22 4 70 0.65 0.25 6.56 461.44 468.26
3380 22 4 71 0.65 1.97 3.89 459.05 464.91
3381 22 4 72 0.65 1.57 5.39 455.01 461.98
3382 22 4 73 0.65 0.08 5.45 455.71 461.23
3383 22 4 74 0.65 0.00 5.36 467.29 472.65
3384 22 4 76 0.65 1.75 7.59 463.44 472.77
3385 22 4 77 0.65 0.85 3.81 458.17 462.84
3386 22 4 78 0.65 0.21 3.50 458.54 462.25
3387 22 4 79 0.65 2.61 8.77 467.30 478.69
3388 22 4 80 0.65 1.81 8.10 462.86 472.77
3389 22 4 81 0.65 6.67 2.48 456.64 465.79
3390 22 4 82 0.65 3.23 6.46 462.07 471.76
3391 22 4 84 0.65 2.40 5.55 457.85 465.80
3392 22 4 85 0.65 1.22 5.79 455.50 462.51
3393 22 4 89 0.65 0.71 4.14 462.79 467.63
3394 22 4 90 0.65 0.97 4.48 464.91 470.36
3395 22 4 91 0.65 1.04 8.13 466.88 476.04
3396 22 4 93 0.65 0.74 5.65 466.93 473.32
3397 22 4 96 0.65 0.83 7.42 456.43 464.68
3398 22 4 97 0.65 0.16 3.71 459.92 463.78
3399 22 4 98 0.65 2.88 4.67 467.37 474.92
3400 22 4 99 0.65 0.00 5.74 463.97 469.71
3401 22 4 101 0.65 1.30 6.55 466.83 474.68
3402 22 4 102 0.65 1.41 12.02 460.67 474.11
3403 22 4 103 0.65 4.12 6.27 463.05 473.44
3404 22 4 105 0.65 2.28 4.80 460.85 467.94
3405 22 4 106 0.65 0.40 4.75 466.27 471.42
3406 22 4 109 0.65 1.05 4.59 461.02 466.66
3407 22 4 110 0.65 3.30 7.04 459.40 469.74
3408 22 4 111 0.65 1.20 4.28 463.60 469.08
3409 22 4 112 0.65 3.74 4.09 464.43 472.26
3410 22 4 115 0.65 0.00 10.07 464.95 475.02
3411 22 4 120 0.65 7.85 8.01 460.84 476.69
3412 22 4 122 0.65 3.72 4.58 465.42 473.73
3413 22 4 124 0.65 2.42 5.81 464.05 472.28
3414 22 4 125 0.65 2.39 3.24 461.97 467.60
3415 22 4 127 0.65 2.85 2.66 465.81 471.32
3416 22 4 128 0.65 0.41 5.02 460.99 466.43
3417 22 4 129 0.65 2.04 4.27 458.80 465.12
3418 22 4 130 0.65 0.99 5.55 467.00 473.55
3419 22 4 132 0.65 1.04 7.22 460.13 468.39
3420 22 4 133 0.65 0.68 6.04 463.78 470.50
3421 22 4 134 0.65 1.11 5.05 463.81 469.97
3422 22 4 135 0.65 1.05 8.70 458.35 468.10
3423 22 4 138 0.65 0.45 5.84 455.36 461.66
3424 22 4 139 0.65 0.01 4.71 457.31 462.03
3425 22 4 140 0.65 0.00 7.09 463.86 470.95
3426 22 4 141 0.65 1.35 1.06 466.74 469.14
3427 22 4 142 0.65 1.23 4.15 459.36 464.74
3428 22 4 143 0.65 0.66 7.78 460.93 469.37
3429 22 4 144 0.65 1.46 2.78 462.36 466.60
3430 22 4 145 0.66 0.69 3.37 453.13 457.18
3431 22 4 146 0.65 4.40 6.20 459.27 469.87
3432 22 4 147 0.65 0.67 2.51 460.49 463.67
3433 22 4 148 0.65 0.04 9.65 460.21 469.91
3434 22 4 149 0.65 1.88 6.58 466.70 475.16
3435 22 4 150 0.65 0.01 3.13 460.65 463.78
3436 22 4 151 0.65 3.12 5.66 467.04 475.82
3437 22 4 152 0.65 2.00 4.82 465.74 472.56
3438 22 4 153 0.65 0.31 3.47 464.24 468.03
3439 22 4 155 0.65 1.65 2.94 461.73 466.32
3440 22 4 157 0.65 1.76 5.49 460.92 468.16
3441 22 10 1 0.65 3.68 4.09 467.35 475.13
3442 22 10 4 0.65 0.00 3.09 466.25 469.34
3443 22 10 5 0.66 0.00 5.48 448.05 453.54
3444 22 10 6 0.65 1.28 5.24 461.93 468.45
3445 22 10 8 0.65 0.18 2.99 458.87 462.05
